id,length,start_time,trip_time,edge_start,edge_end
6025,4.68,1396.4,60.2,9_2,1_0
6026,4.29,1396.5,22.9,9_2,2_6
6034,4.83,1399.7,20.8,9_2,2_6
6036,4.38,1400.3,14.8,9_2,2_6
6040,5.0,1401.0,72.5,4_3,3_7
6042,10.25,1401.1,12.3,5_1,1_8
6044,4.03,1401.5,13.8,5_1,1_8
6045,4.69,1401.5,17.7,9_2,2_6
6053,4.69,1402.7,13.6,9_2,2_3
6055,4.73,1403.0,55.8,9_2,1_0
6056,4.38,1403.2,11.7,5_1,1_8
6059,4.33,1403.6,18.8,9_2,2_6
6066,4.82,1404.8,16.4,9_2,2_6
6068,4.59,1405.2,19.5,10_3,3_7
6074,4.79,1406.0,68.3,5_1,3_4
6075,4.34,1406.3,12.5,5_1,1_8
6079,4.97,1406.8,53.1,9_2,3_4
6081,7.72,1406.9,8.4,9_2,node2
6083,4.87,1407.2,17.1,9_2,2_6
6084,4.5,1407.4,15.3,9_2,2_6
6085,4.15,1407.8,13.1,5_1,1_8
6089,4.15,1408.6,12.0,5_1,1_8
6090,4.5,1408.6,13.2,5_1,1_0
6092,4.49,1408.6,18.3,10_3,3_7
6095,4.96,1409.3,76.5,4_3,1_8
6097,5.21,1409.8,134.9,4_3,node2
6098,5.27,1409.8,50.8,9_2,3_4
6099,4.43,1409.9,12.0,5_1,1_8
6103,4.39,1410.7,16.4,9_2,2_6
6106,4.7,1411.5,16.3,9_2,2_6
6110,3.8,1411.9,11.8,5_1,1_8
6112,5.11,1412.6,132.1,10_3,3_2
6114,5.06,1413.0,63.6,5_1,3_4
6116,4.24,1413.3,9.9,5_1,1_8
6121,4.53,1413.9,15.2,9_2,2_6
6124,4.61,1414.4,16.0,9_2,2_6
6127,7.29,1414.8,9.9,node2,2_6
6130,4.98,1415.7,62.4,5_1,3_4
6132,4.8,1416.5,41.0,2_3,3_4
6136,4.8,1416.9,14.6,10_3,3_4
6140,5.09,1417.4,47.2,4_3,3_10
6143,4.14,1417.5,14.3,9_2,2_6
6145,4.92,1417.8,59.9,4_3,3_7
6146,4.67,1417.8,72.0,0_1,2_6
6148,4.48,1418.4,9.6,5_1,1_8
6149,5.65,1419.1,50.0,4_3,3_10
6152,4.34,1419.7,11.6,5_1,1_8
6154,4.47,1420.2,13.5,10_3,3_7
6157,4.74,1421.0,59.1,5_1,3_4
6158,5.29,1421.5,123.2,4_3,3_2
6167,5.08,1424.3,57.7,5_1,3_4
6177,5.66,1426.5,12.0,9_2,2_6
6178,3.31,1426.5,57.1,4_3,3_7
6180,4.26,1426.7,8.9,5_1,1_8
6185,5.22,1427.4,57.2,5_1,3_4
6191,4.37,1428.9,10.5,7_3,3_10
6200,4.69,1430.9,10.6,7_3,3_10
6202,4.04,1431.1,8.8,5_1,1_8
6217,4.75,1433.9,8.7,5_1,1_8
6219,5.01,1434.6,9.8,7_3,3_10
6224,5.0,1435.4,109.3,4_3,2_1
6226,4.44,1435.7,62.6,5_1,1_8
6233,4.65,1437.1,107.6,5_1,1_2
6239,5.4,1439.3,105.4,5_1,1_2
6243,4.68,1440.4,9.0,9_2,2_6
6250,5.16,1441.6,23.9,9_2,3_4
6251,4.77,1441.8,10.4,9_2,2_6
6253,4.45,1441.9,56.8,5_1,1_8
6257,4.64,1442.7,58.8,5_1,1_8
6259,4.45,1443.1,56.2,9_2,2_6
6262,4.84,1443.6,101.1,9_2,node3
6269,5.2,1444.2,58.9,9_2,2_6
6271,5.08,1444.7,56.4,9_2,2_6
6272,4.45,1445.1,58.3,5_1,1_8
6275,4.97,1445.5,99.2,9_2,node3
6277,4.87,1446.1,55.0,5_1,1_8
6280,4.92,1446.6,55.7,9_2,2_6
6282,4.63,1447.0,58.3,5_1,1_8
6283,4.97,1447.4,59.0,9_2,2_6
6285,4.62,1447.4,55.8,9_2,2_6
6288,4.85,1447.8,55.6,7_3,3_4
6291,4.72,1448.4,47.3,9_2,2_3
6296,5.25,1449.5,56.0,9_2,2_6
6310,5.03,1452.1,92.6,9_2,3_4
6311,4.73,1452.1,57.5,9_2,2_6
6312,3.75,1452.1,92.6,10_3,3_2
6314,4.59,1452.3,51.9,9_2,2_6
6330,5.16,1454.7,32.7,0_1,3_4
6336,5.03,1455.7,61.5,9_2,2_6
6338,4.8,1455.9,54.3,9_2,2_6
6347,5.03,1457.5,54.9,9_2,2_6
6351,4.83,1459.0,53.7,9_2,2_6
6356,6.25,1460.3,19.4,0_1,2_3
6360,5.22,1460.9,10.3,2_3,3_4
6366,3.83,1462.3,52.5,9_2,2_6
6368,5.17,1462.8,81.9,0_1,1_2
6372,5.34,1463.7,25.8,4_3,3_7
6373,3.62,1463.8,52.0,9_2,2_6
6379,4.85,1465.1,49.5,10_3,3_7
6387,5.41,1467.6,38.0,7_3,3_4
6388,5.32,1467.7,24.3,4_3,3_7
6407,4.74,1473.6,71.1,4_3,3_2
6425,5.23,1478.9,65.8,4_3,3_2
6429,6.14,1479.9,11.0,2_3,3_4
6437,5.05,1481.5,63.2,4_3,3_2
6455,5.07,1485.8,56.8,0_1,1_8
6458,5.5,1486.8,57.9,4_3,node3
6475,4.98,1490.8,53.9,5_1,1_2
6477,4.27,1491.2,11.9,5_1,1_8
6478,4.91,1491.3,21.3,9_2,2_6
6481,5.09,1491.6,53.1,4_3,node3
6483,4.72,1491.8,27.2,9_2,2_6
6490,4.46,1493.8,13.8,5_1,1_8
6491,3.79,1493.8,23.9,7_3,3_10
6493,4.93,1494.2,50.5,10_3,3_2
6497,4.63,1495.4,11.8,5_1,1_8
6498,4.97,1495.8,48.9,4_3,node3
6505,4.34,1496.7,11.3,5_1,1_8
6506,4.58,1496.8,24.1,9_2,2_6
6507,3.83,1496.8,13.5,5_1,1_8
6508,4.23,1496.8,47.9,9_2,node3
6511,4.16,1497.4,11.2,5_1,1_8
6515,4.37,1498.3,18.8,9_2,2_6
6517,5.13,1498.6,46.1,9_2,2_3
6520,4.37,1498.9,21.0,9_2,2_6
6521,4.96,1499.4,12.8,5_1,1_8
6523,4.64,1499.6,10.9,5_1,1_8
6524,4.69,1500.1,22.8,9_2,2_6
6527,4.39,1500.5,18.3,9_2,2_6
6529,5.29,1500.7,44.0,5_1,1_2
6531,4.26,1501.0,10.0,5_1,1_8
6534,3.85,1501.3,43.4,9_2,node1
6535,3.81,1501.3,12.3,5_1,1_8
6537,4.96,1501.7,23.4,9_2,2_6
6546,4.09,1503.1,18.2,9_2,2_6
6547,4.42,1503.1,25.1,9_2,2_6
6548,4.44,1503.2,10.7,5_1,1_8
6549,4.46,1503.2,19.7,9_2,2_6
6550,5.03,1503.3,41.4,5_1,1_2
6552,4.26,1503.6,12.0,5_1,1_8
6556,4.81,1504.4,12.0,10_3,3_7
6559,4.83,1504.8,18.7,9_2,2_6
6561,5.67,1505.1,39.6,9_2,2_3
6566,4.91,1505.5,25.0,9_2,2_6
6571,4.84,1506.1,19.7,9_2,2_6
6576,4.36,1506.7,12.3,5_1,1_8
6578,4.59,1507.2,15.2,5_1,1_8
6579,4.59,1507.2,12.2,9_2,2_3
6580,4.31,1507.4,25.5,9_2,2_6
6584,4.78,1507.9,18.6,9_2,2_6
6586,4.16,1508.2,12.5,5_1,1_8
6589,4.52,1508.9,35.8,9_2,node1
6591,4.32,1509.0,16.6,5_1,1_8
6593,4.76,1509.7,25.9,9_2,2_6
6595,4.93,1510.2,12.8,9_2,2_3
6598,4.47,1510.7,18.4,9_2,2_6
6599,4.91,1510.9,9.8,5_1,1_8
6603,5.08,1511.6,12.0,5_1,1_8
6608,4.96,1512.0,32.7,9_2,2_1
6609,4.2,1512.3,18.9,9_2,2_6
6610,5.23,1512.6,32.1,9_2,2_3
6611,4.86,1512.7,26.6,9_2,2_6
6612,5.1,1512.7,32.0,5_1,1_2
6616,4.29,1513.6,9.8,10_3,3_7
6617,4.51,1513.8,11.7,5_1,1_8
6621,4.55,1514.3,10.0,5_1,1_8
6627,4.84,1515.6,29.1,0_1,node1
6628,5.13,1515.6,29.1,9_2,2_3
6629,4.83,1515.7,10.0,5_1,1_8
6631,4.58,1515.9,17.9,9_2,2_6
6632,4.92,1516.0,25.2,9_2,2_6
6635,4.66,1516.4,10.2,10_3,3_7
6636,4.28,1516.6,10.8,5_1,1_8
6637,4.83,1516.7,25.4,9_2,2_6
6640,5.7,1517.9,26.8,5_1,1_2
6642,6.95,1518.5,8.1,9_2,node2
6643,4.89,1518.6,25.9,9_2,2_6
6646,4.62,1519.4,24.1,9_2,2_6
6647,4.6,1519.6,10.7,10_3,3_7
6651,4.13,1520.4,17.7,9_2,2_6
6654,4.46,1521.0,10.1,5_1,1_8
6656,4.96,1521.4,8.8,5_1,1_8
6658,4.23,1521.6,23.1,9_2,2_6
6660,4.97,1522.8,21.9,5_1,1_2
6667,4.58,1523.2,9.8,5_1,1_8
6673,4.7,1524.3,8.5,10_3,3_7
6675,4.31,1524.7,7.7,5_1,1_8
6679,6.1,1525.8,11.2,node2,2_6
6713,4.47,1532.8,11.9,9_2,2_6
